"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Pancreas"	"21100"	"New Mexico"	"35"	"2017"	"2017"	"60-64 years "	"60-64"	26	133961	19.4
	"Pancreas"	"21100"	"New Mexico"	"35"	"2017"	"2017"	"65-69 years"	"65-69"	54	119975	45.0
	"Pancreas"	"21100"	"New Mexico"	"35"	"2017"	"2017"	"70-74 years"	"70-74"	52	90636	57.4
	"Pancreas"	"21100"	"New Mexico"	"35"	"2017"	"2017"	"75-79 years"	"75-79"	33	61194	53.9
	"Pancreas"	"21100"	"New Mexico"	"35"	"2017"	"2017"	"80-84 years"	"80-84"	35	41006	85.4
	"Pancreas"	"21100"	"New Mexico"	"35"	"2017"	"2017"	"85+ years"	"85+"	32	39851	80.3
	"Pancreas"	"21100"	"New Mexico"	"35"	"2019"	"2019"	"55-59 years"	"55-59"	20	137328	14.6
	"Pancreas"	"21100"	"New Mexico"	"35"	"2019"	"2019"	"60-64 years "	"60-64"	34	135158	25.2
	"Pancreas"	"21100"	"New Mexico"	"35"	"2019"	"2019"	"65-69 years"	"65-69"	45	123206	36.5
	"Pancreas"	"21100"	"New Mexico"	"35"	"2019"	"2019"	"70-74 years"	"70-74"	39	101432	38.4
	"Pancreas"	"21100"	"New Mexico"	"35"	"2019"	"2019"	"75-79 years"	"75-79"	54	67633	79.8
	"Pancreas"	"21100"	"New Mexico"	"35"	"2019"	"2019"	"80-84 years"	"80-84"	31	44128	70.3
	"Pancreas"	"21100"	"New Mexico"	"35"	"2019"	"2019"	"85+ years"	"85+"	35	41392	84.6
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"40-44 years"	"40-44"	20	1160115	1.7
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"45-49 years"	"45-49"	46	1274108	3.6
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"50-54 years"	"50-54"	110	1351357	8.1
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"55-59 years"	"55-59"	208	1364642	15.2
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"60-64 years "	"60-64"	294	1213959	24.2
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"65-69 years"	"65-69"	392	1010757	38.8
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"70-74 years"	"70-74"	443	764860	57.9
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"75-79 years"	"75-79"	399	535142	74.6
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"80-84 years"	"80-84"	361	382436	94.4
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"85+ years"	"85+"	502	454986	110.3
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"40-44 years"	"40-44"	24	1158240	2.1
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"45-49 years"	"45-49"	41	1196859	3.4
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"50-54 years"	"50-54"	96	1275165	7.5
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"55-59 years"	"55-59"	227	1349292	16.8
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"60-64 years "	"60-64"	314	1248924	25.1
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"65-69 years"	"65-69"	388	1034161	37.5
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"70-74 years"	"70-74"	422	829489	50.9
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"75-79 years"	"75-79"	429	578496	74.2
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"80-84 years"	"80-84"	363	398643	91.1
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"85+ years"	"85+"	448	460326	97.3
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	"45-49 years"	"45-49"	20	696982	2.9
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	"50-54 years"	"50-54"	76	687085	11.1
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	"55-59 years"	"55-59"	107	689093	15.5
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	"60-64 years "	"60-64"	181	632049	28.6
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	"65-69 years"	"65-69"	204	551754	37.0
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	"70-74 years"	"70-74"	240	428246	56.0
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	"75-79 years"	"75-79"	181	280125	64.6
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	"80-84 years"	"80-84"	151	186376	81.0
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	"85+ years"	"85+"	184	181762	101.2
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	"45-49 years"	"45-49"	22	688579	3.2
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	"50-54 years"	"50-54"	44	675532	6.5
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	"55-59 years"	"55-59"	105	703387	14.9
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	"60-64 years "	"60-64"	182	658514	27.6
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	"65-69 years"	"65-69"	232	573824	40.4
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	"70-74 years"	"70-74"	249	473144	52.6
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	"75-79 years"	"75-79"	199	316704	62.8
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	"80-84 years"	"80-84"	201	199018	101.0
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	"85+ years"	"85+"	184	189574	97.1
	"Pancreas"	"21100"	"North Dakota"	"38"	"2017"	"2017"	"70-74 years"	"70-74"	21	25672	81.8
	"Pancreas"	"21100"	"North Dakota"	"38"	"2017"	"2017"	"75-79 years"	"75-79"	18	18152	99.2
	"Pancreas"	"21100"	"North Dakota"	"38"	"2017"	"2017"	"80-84 years"	"80-84"	16	14571	109.8
	"Pancreas"	"21100"	"North Dakota"	"38"	"2017"	"2017"	"85+ years"	"85+"	18	18848	95.5
	"Pancreas"	"21100"	"North Dakota"	"38"	"2019"	"2019"	"85+ years"	"85+"	18	18909	95.2
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	"45-49 years"	"45-49"	37	744748	5.0
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	"50-54 years"	"50-54"	68	775561	8.8
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	"55-59 years"	"55-59"	137	836054	16.4
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	"60-64 years "	"60-64"	231	775066	29.8
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	"65-69 years"	"65-69"	292	646225	45.2
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	"70-74 years"	"70-74"	270	472953	57.1
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	"75-79 years"	"75-79"	248	333009	74.5
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	"80-84 years"	"80-84"	264	231924	113.8
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	"85+ years"	"85+"	287	256244	112.0
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	"45-49 years"	"45-49"	41	714285	5.7
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	"50-54 years"	"50-54"	53	734143	7.2
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	"55-59 years"	"55-59"	171	808275	21.2
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	"60-64 years "	"60-64"	277	796149	34.8
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	"65-69 years"	"65-69"	312	666411	46.8
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	"70-74 years"	"70-74"	329	522655	62.9
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	"75-79 years"	"75-79"	291	357520	81.4
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	"80-84 years"	"80-84"	240	242655	98.9
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	"85+ years"	"85+"	271	254761	106.4
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2017"	"2017"	"50-54 years"	"50-54"	17	236817	7.2
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2017"	"2017"	"55-59 years"	"55-59"	44	256038	17.2
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2017"	"2017"	"60-64 years "	"60-64"	69	235035	29.4
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2017"	"2017"	"65-69 years"	"65-69"	72	196466	36.6
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2017"	"2017"	"70-74 years"	"70-74"	87	154020	56.5
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2017"	"2017"	"75-79 years"	"75-79"	83	107838	77.0
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2017"	"2017"	"80-84 years"	"80-84"	63	73098	86.2
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2017"	"2017"	"85+ years"	"85+"	61	72121	84.6
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2019"	"2019"	"50-54 years"	"50-54"	18	223040	8.1
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2019"	"2019"	"55-59 years"	"55-59"	46	252834	18.2
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2019"	"2019"	"60-64 years "	"60-64"	79	240531	32.8
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2019"	"2019"	"65-69 years"	"65-69"	75	204518	36.7
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2019"	"2019"	"70-74 years"	"70-74"	94	164336	57.2
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2019"	"2019"	"75-79 years"	"75-79"	70	116752	60.0
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2019"	"2019"	"80-84 years"	"80-84"	67	76370	87.7
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2019"	"2019"	"85+ years"	"85+"	79	74223	106.4
	"Pancreas"	"21100"	"Oregon"	"41"	"2017"	"2017"	"50-54 years"	"50-54"	24	251805	9.5
	"Pancreas"	"21100"	"Oregon"	"41"	"2017"	"2017"	"55-59 years"	"55-59"	52	272399	19.1
	"Pancreas"	"21100"	"Oregon"	"41"	"2017"	"2017"	"60-64 years "	"60-64"	68	275547	24.7
	"Pancreas"	"21100"	"Oregon"	"41"	"2017"	"2017"	"65-69 years"	"65-69"	93	247490	37.6
	"Pancreas"	"21100"	"Oregon"	"41"	"2017"	"2017"	"70-74 years"	"70-74"	102	184320	55.3
	"Pancreas"	"21100"	"Oregon"	"41"	"2017"	"2017"	"75-79 years"	"75-79"	112	117936	95.0
	"Pancreas"	"21100"	"Oregon"	"41"	"2017"	"2017"	"80-84 years"	"80-84"	84	75347	111.5
	"Pancreas"	"21100"	"Oregon"	"41"	"2017"	"2017"	"85+ years"	"85+"	91	83799	108.6
	"Pancreas"	"21100"	"Oregon"	"41"	"2019"	"2019"	"50-54 years"	"50-54"	19	248361	7.7
	"Pancreas"	"21100"	"Oregon"	"41"	"2019"	"2019"	"55-59 years"	"55-59"	37	266650	13.9
	"Pancreas"	"21100"	"Oregon"	"41"	"2019"	"2019"	"60-64 years "	"60-64"	75	272434	27.5
	"Pancreas"	"21100"	"Oregon"	"41"	"2019"	"2019"	"65-69 years"	"65-69"	102	257876	39.6
	"Pancreas"	"21100"	"Oregon"	"41"	"2019"	"2019"	"70-74 years"	"70-74"	104	205485	50.6
	"Pancreas"	"21100"	"Oregon"	"41"	"2019"	"2019"	"75-79 years"	"75-79"	106	134926	78.6
	"Pancreas"	"21100"	"Oregon"	"41"	"2019"	"2019"	"80-84 years"	"80-84"	79	81616	96.8
	"Pancreas"	"21100"	"Oregon"	"41"	"2019"	"2019"	"85+ years"	"85+"	75	84491	88.8
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	"45-49 years"	"45-49"	38	817559	4.6
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	"50-54 years"	"50-54"	86	879182	9.8
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	"55-59 years"	"55-59"	173	937082	18.5
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	"60-64 years "	"60-64"	255	873871	29.2
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	"65-69 years"	"65-69"	344	726979	47.3
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	"70-74 years"	"70-74"	331	551549	60.0
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	"75-79 years"	"75-79"	309	385496	80.2
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	"80-84 years"	"80-84"	274	279091	98.2
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	"85+ years"	"85+"	378	335843	112.6
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	"45-49 years"	"45-49"	32	773522	4.1
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	"50-54 years"	"50-54"	73	830078	8.8
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	"55-59 years"	"55-59"	133	909729	14.6
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	"60-64 years "	"60-64"	218	895409	24.3
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	"65-69 years"	"65-69"	300	756122	39.7
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	"70-74 years"	"70-74"	352	598719	58.8
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	"75-79 years"	"75-79"	345	419977	82.1
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	"80-84 years"	"80-84"	289	288025	100.3
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	"85+ years"	"85+"	358	331328	108.1
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2017"	"2017"	"60-64 years "	"60-64"	27	70661	38.2
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2017"	"2017"	"65-69 years"	"65-69"	17	56790	29.9
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2017"	"2017"	"70-74 years"	"70-74"	23	43354	53.1
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2017"	"2017"	"75-79 years"	"75-79"	26	28678	90.7
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2017"	"2017"	"85+ years"	"85+"	29	27946	103.8
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2019"	"2019"	"60-64 years "	"60-64"	18	73050	24.6
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2019"	"2019"	"65-69 years"	"65-69"	17	59301	28.7
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2019"	"2019"	"70-74 years"	"70-74"	39	47072	82.9
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2019"	"2019"	"75-79 years"	"75-79"	28	32201	87.0
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2019"	"2019"	"80-84 years"	"80-84"	26	21276	122.2
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2019"	"2019"	"85+ years"	"85+"	33	27307	120.8
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	"45-49 years"	"45-49"	18	319853	5.6
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	"50-54 years"	"50-54"	32	330937	9.7
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	"55-59 years"	"55-59"	71	340983	20.8
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	"60-64 years "	"60-64"	109	326564	33.4
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	"65-69 years"	"65-69"	111	298581	37.2
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	"70-74 years"	"70-74"	138	235033	58.7
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	"75-79 years"	"75-79"	101	150781	67.0
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	"80-84 years"	"80-84"	92	94116	97.8
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	"85+ years"	"85+"	87	86602	100.5
	"Pancreas"	"21100"	"South Carolina"	"45"	"2019"	"2019"	"50-54 years"	"50-54"	29	322770	9.0
	"Pancreas"	"21100"	"South Carolina"	"45"	"2019"	"2019"	"55-59 years"	"55-59"	59	350252	16.8
	"Pancreas"	"21100"	"South Carolina"	"45"	"2019"	"2019"	"60-64 years "	"60-64"	96	339368	28.3
	"Pancreas"	"21100"	"South Carolina"	"45"	"2019"	"2019"	"65-69 years"	"65-69"	112	309333	36.2
	"Pancreas"	"21100"	"South Carolina"	"45"	"2019"	"2019"	"70-74 years"	"70-74"	139	261781	53.1
	"Pancreas"	"21100"	"South Carolina"	"45"	"2019"	"2019"	"75-79 years"	"75-79"	127	173377	73.3
	"Pancreas"	"21100"	"South Carolina"	"45"	"2019"	"2019"	"80-84 years"	"80-84"	98	102344	95.8
	"Pancreas"	"21100"	"South Carolina"	"45"	"2019"	"2019"	"85+ years"	"85+"	98	91539	107.1
	"Pancreas"	"21100"	"South Dakota"	"46"	"2017"	"2017"	"70-74 years"	"70-74"	19	32721	58.1
	"Pancreas"	"21100"	"South Dakota"	"46"	"2017"	"2017"	"75-79 years"	"75-79"	18	22189	81.1
	"Pancreas"	"21100"	"South Dakota"	"46"	"2017"	"2017"	"80-84 years"	"80-84"	22	17036	129.1
	"Pancreas"	"21100"	"South Dakota"	"46"	"2017"	"2017"	"85+ years"	"85+"	22	20922	105.2
	"Pancreas"	"21100"	"South Dakota"	"46"	"2019"	"2019"	"60-64 years "	"60-64"	17	58749	28.9
	"Pancreas"	"21100"	"South Dakota"	"46"	"2019"	"2019"	"65-69 years"	"65-69"	26	52243	49.8
	"Pancreas"	"21100"	"South Dakota"	"46"	"2019"	"2019"	"70-74 years"	"70-74"	21	37142	56.5
	"Pancreas"	"21100"	"South Dakota"	"46"	"2019"	"2019"	"75-79 years"	"75-79"	27	24399	110.7
	"Pancreas"	"21100"	"South Dakota"	"46"	"2019"	"2019"	"80-84 years"	"80-84"	19	17108	111.1
	"Pancreas"	"21100"	"South Dakota"	"46"	"2019"	"2019"	"85+ years"	"85+"	20	20902	95.7
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	"45-49 years"	"45-49"	32	442621	7.2
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	"50-54 years"	"50-54"	26	448444	5.8
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	"55-59 years"	"55-59"	81	454035	17.8
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	"60-64 years "	"60-64"	128	421578	30.4
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	"65-69 years"	"65-69"	155	363387	42.7
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	"70-74 years"	"70-74"	159	281489	56.5
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	"75-79 years"	"75-79"	135	189168	71.4
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	"80-84 years"	"80-84"	107	122482	87.4
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	"85+ years"	"85+"	104	118615	87.7
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	"45-49 years"	"45-49"	26	437949	5.9
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	"50-54 years"	"50-54"	44	433176	10.2
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	"55-59 years"	"55-59"	83	459940	18.0
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	"60-64 years "	"60-64"	110	434110	25.3
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	"65-69 years"	"65-69"	138	373554	36.9
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	"70-74 years"	"70-74"	167	308071	54.2
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	"75-79 years"	"75-79"	136	209305	65.0
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	"80-84 years"	"80-84"	111	130964	84.8
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	"85+ years"	"85+"	117	121987	95.9
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"35-39 years"	"35-39"	20	1978828	1.0
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"40-44 years"	"40-44"	24	1826022	1.3
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"45-49 years"	"45-49"	58	1819660	3.2
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"50-54 years"	"50-54"	131	1715045	7.6
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"55-59 years"	"55-59"	225	1694487	13.3
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"60-64 years "	"60-64"	355	1477997	24.0
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"65-69 years"	"65-69"	435	1191787	36.5
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"70-74 years"	"70-74"	462	889228	52.0
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"75-79 years"	"75-79"	372	588993	63.2
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"80-84 years"	"80-84"	339	395891	85.6
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"85+ years"	"85+"	387	390046	99.2
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"40-44 years"	"40-44"	31	1876184	1.7
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"45-49 years"	"45-49"	64	1850542	3.5
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"50-54 years"	"50-54"	124	1698077	7.3
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"55-59 years"	"55-59"	259	1719371	15.1
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"60-64 years "	"60-64"	422	1549940	27.2
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"65-69 years"	"65-69"	498	1260149	39.5
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"70-74 years"	"70-74"	498	983694	50.6
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"75-79 years"	"75-79"	445	658167	67.6
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"80-84 years"	"80-84"	370	419389	88.2
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"85+ years"	"85+"	405	405114	100.0
	"Pancreas"	"21100"	"Utah"	"49"	"2017"	"2017"	"60-64 years "	"60-64"	30	141418	21.2
	"Pancreas"	"21100"	"Utah"	"49"	"2017"	"2017"	"65-69 years"	"65-69"	49	115128	42.6
	"Pancreas"	"21100"	"Utah"	"49"	"2017"	"2017"	"70-74 years"	"70-74"	33	85294	38.7
	"Pancreas"	"21100"	"Utah"	"49"	"2017"	"2017"	"75-79 years"	"75-79"	34	57489	59.1
	"Pancreas"	"21100"	"Utah"	"49"	"2017"	"2017"	"80-84 years"	"80-84"	29	38994	74.4
	"Pancreas"	"21100"	"Utah"	"49"	"2017"	"2017"	"85+ years"	"85+"	29	36970	78.4
	"Pancreas"	"21100"	"Utah"	"49"	"2019"	"2019"	"60-64 years "	"60-64"	37	147381	25.1
	"Pancreas"	"21100"	"Utah"	"49"	"2019"	"2019"	"65-69 years"	"65-69"	35	124015	28.2
	"Pancreas"	"21100"	"Utah"	"49"	"2019"	"2019"	"70-74 years"	"70-74"	53	95012	55.8
	"Pancreas"	"21100"	"Utah"	"49"	"2019"	"2019"	"75-79 years"	"75-79"	40	65597	61.0
	"Pancreas"	"21100"	"Utah"	"49"	"2019"	"2019"	"80-84 years"	"80-84"	31	41913	74.0
	"Pancreas"	"21100"	"Utah"	"49"	"2019"	"2019"	"85+ years"	"85+"	42	38423	109.3
	"Pancreas"	"21100"	"Vermont"	"50"	"2017"	"2017"	"65-69 years"	"65-69"	18	40676	44.3
	"Pancreas"	"21100"	"Vermont"	"50"	"2017"	"2017"	"70-74 years"	"70-74"	19	30162	63.0
	"Pancreas"	"21100"	"Vermont"	"50"	"2017"	"2017"	"85+ years"	"85+"	17	14301	118.9
	"Pancreas"	"21100"	"Vermont"	"50"	"2019"	"2019"	"65-69 years"	"65-69"	18	41988	42.9
	"Pancreas"	"21100"	"Vermont"	"50"	"2019"	"2019"	"70-74 years"	"70-74"	24	33155	72.4
	"Pancreas"	"21100"	"Vermont"	"50"	"2019"	"2019"	"75-79 years"	"75-79"	17	21853	77.8
	"Pancreas"	"21100"	"Vermont"	"50"	"2019"	"2019"	"85+ years"	"85+"	21	14298	146.9
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	"45-49 years"	"45-49"	19	564614	3.4
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	"50-54 years"	"50-54"	41	581849	7.0
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	"55-59 years"	"55-59"	99	581268	17.0
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	"60-64 years "	"60-64"	136	513088	26.5
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	"65-69 years"	"65-69"	180	428901	42.0
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	"70-74 years"	"70-74"	177	330953	53.5
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	"75-79 years"	"75-79"	153	219718	69.6
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	"80-84 years"	"80-84"	152	144405	105.3
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	"85+ years"	"85+"	167	148570	112.4
	"Pancreas"	"21100"	"Virginia"	"51"	"2019"	"2019"	"50-54 years"	"50-54"	43	553215	7.8
	"Pancreas"	"21100"	"Virginia"	"51"	"2019"	"2019"	"55-59 years"	"55-59"	96	584742	16.4
	"Pancreas"	"21100"	"Virginia"	"51"	"2019"	"2019"	"60-64 years "	"60-64"	145	530134	27.4
	"Pancreas"	"21100"	"Virginia"	"51"	"2019"	"2019"	"65-69 years"	"65-69"	163	441587	36.9
	"Pancreas"	"21100"	"Virginia"	"51"	"2019"	"2019"	"70-74 years"	"70-74"	188	361651	52.0
	"Pancreas"	"21100"	"Virginia"	"51"	"2019"	"2019"	"75-79 years"	"75-79"	180	247022	72.9
	"Pancreas"	"21100"	"Virginia"	"51"	"2019"	"2019"	"80-84 years"	"80-84"	130	155293	83.7
	"Pancreas"	"21100"	"Virginia"	"51"	"2019"	"2019"	"85+ years"	"85+"	167	154126	108.4
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	"45-49 years"	"45-49"	16	476649	3.4
