"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths	Population	Age-Adjusted Rate	Crude Rate
	"Ovary"	"27040"	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	24	366336	6.3	6.6
	"Ovary"	"27040"	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	26	372393	6.8	7.0
	"Ovary"	"27040"	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	1022	10720663	6.2	9.5
	"Ovary"	"27040"	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	1054	10987074	6.0	9.6
	"Ovary"	"27040"	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	388	5349075	6.3	7.3
	"Ovary"	"27040"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	433	5462335	6.6	7.9
	"Ovary"	"27040"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	43	710227	4.2	6.1
	"Ovary"	"27040"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	49	706419	4.4	6.9
	"Ovary"	"27040"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	68	858030	6.3	7.9
	"Ovary"	"27040"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	65	891995	5.8	7.3
	"Ovary"	"27040"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	597	6501339	7.1	9.2
	"Ovary"	"27040"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	556	6443120	6.3	8.6
	"Ovary"	"27040"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	308	3378096	7.0	9.1
	"Ovary"	"27040"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	230	3411571	5.1	6.7
	"Ovary"	"27040"	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	159	1579862	7.2	10.1
	"Ovary"	"27040"	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	149	1586636	6.6	9.4
	"Ovary"	"27040"	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	139	1460476	7.1	9.5
	"Ovary"	"27040"	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	126	1462080	6.4	8.6
	"Ovary"	"27040"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	171	2260311	5.9	7.6
	"Ovary"	"27040"	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	165	2269036	5.3	7.3
	"Ovary"	"27040"	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	181	2390634	6.0	7.6
	"Ovary"	"27040"	"Louisiana"	"22"	"2019"	"2019"	"Female"	"F"	165	2385969	5.4	6.9
	"Ovary"	"27040"	"Maine"	"23"	"2017"	"2017"	"Female"	"F"	82	681559	7.5	12.0
	"Ovary"	"27040"	"Maine"	"23"	"2019"	"2019"	"Female"	"F"	59	686674	5.2	8.6
	"Ovary"	"27040"	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	245	3106751	6.1	7.9
	"Ovary"	"27040"	"Maryland"	"24"	"2019"	"2019"	"Female"	"F"	249	3122480	5.8	8.0
	"Ovary"	"27040"	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	337	3532606	7.1	9.5
	"Ovary"	"27040"	"Massachusetts"	"25"	"2019"	"2019"	"Female"	"F"	291	3548380	5.9	8.2
	"Ovary"	"27040"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	441	5064544	6.3	8.7
	"Ovary"	"27040"	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	469	5066743	6.4	9.3
	"Ovary"	"27040"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	217	2796520	5.8	7.8
	"Ovary"	"27040"	"Minnesota"	"27"	"2019"	"2019"	"Female"	"F"	234	2830663	6.3	8.3
	"Ovary"	"27040"	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	141	1539672	7.0	9.2
	"Ovary"	"27040"	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	106	1534587	5.0	6.9
	"Ovary"	"27040"	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	252	3111381	6.0	8.1
	"Ovary"	"27040"	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	257	3127846	5.9	8.2
	"Ovary"	"27040"	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	45	523400	6.1	8.6
	"Ovary"	"27040"	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	50	531486	6.2	9.4
	"Ovary"	"27040"	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	89	960422	7.3	9.3
	"Ovary"	"27040"	"Nebraska"	"31"	"2019"	"2019"	"Female"	"F"	58	967601	4.5	6.0
	"Ovary"	"27040"	"Nevada"	"32"	"2017"	"2017"	"Female"	"F"	130	1480860	7.2	8.8
	"Ovary"	"27040"	"Nevada"	"32"	"2019"	"2019"	"Female"	"F"	119	1541266	6.2	7.7
	"Ovary"	"27040"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	72	681670	7.4	10.6
	"Ovary"	"27040"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	46	686814	4.3	6.7
	"Ovary"	"27040"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	418	4547537	6.7	9.2
	"Ovary"	"27040"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	366	4545698	5.7	8.1
	"Ovary"	"27040"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	97	1056754	6.8	9.2
	"Ovary"	"27040"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	83	1060654	5.5	7.8
	"Ovary"	"27040"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	890	10080806	6.5	8.8
	"Ovary"	"27040"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	872	10012065	6.2	8.7
	"Ovary"	"27040"	"North Carolina"	"37"	"2017"	"2017"	"Female"	"F"	440	5274812	6.3	8.3
	"Ovary"	"27040"	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	382	5393755	5.3	7.1
	"Ovary"	"27040"	"North Dakota"	"38"	"2017"	"2017"	"Female"	"F"	26	369032	5.3	7.0
	"Ovary"	"27040"	"North Dakota"	"38"	"2019"	"2019"	"Female"	"F"	18	372678	3.6	4.8
	"Ovary"	"27040"	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	547	5949075	6.5	9.2
	"Ovary"	"27040"	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	505	5962634	6.0	8.5
	"Ovary"	"27040"	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	204	1984912	8.1	10.3
	"Ovary"	"27040"	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	189	1999160	7.6	9.5
	"Ovary"	"27040"	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	238	2091485	8.4	11.4
	"Ovary"	"27040"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	202	2126006	6.7	9.5
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	678	6528507	7.0	10.4
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	656	6526489	6.7	10.1
	"Ovary"	"27040"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	55	542884	7.1	10.1
	"Ovary"	"27040"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	49	543197	5.9	9.0
	"Ovary"	"27040"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	188	2588374	5.4	7.3
	"Ovary"	"27040"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	190	2659704	5.1	7.1
	"Ovary"	"27040"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	51	432891	9.5	11.8
	"Ovary"	"27040"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	35	439553	5.8	8.0
	"Ovary"	"27040"	"Tennessee"	"47"	"2017"	"2017"	"Female"	"F"	321	3438006	7.0	9.3
	"Ovary"	"27040"	"Tennessee"	"47"	"2019"	"2019"	"Female"	"F"	286	3498429	6.1	8.2
	"Ovary"	"27040"	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	927	14238026	6.1	6.5
	"Ovary"	"27040"	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	919	14591903	5.7	6.3
	"Ovary"	"27040"	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	101	1540562	7.3	6.6
	"Ovary"	"27040"	"Utah"	"49"	"2019"	"2019"	"Female"	"F"	93	1589845	6.1	5.8
	"Ovary"	"27040"	"Vermont"	"50"	"2017"	"2017"	"Female"	"F"	28	316438	6.3	8.8
	"Ovary"	"27040"	"Vermont"	"50"	"2019"	"2019"	"Female"	"F"	23	315738	4.7	7.3
	"Ovary"	"27040"	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	392	4302531	7.1	9.1
	"Ovary"	"27040"	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	355	4345858	6.3	8.2
	"Ovary"	"27040"	"Washington"	"53"	"2017"	"2017"	"Female"	"F"	311	3712553	6.8	8.4
	"Ovary"	"27040"	"Washington"	"53"	"2019"	"2019"	"Female"	"F"	306	3802546	6.3	8.0
	"Ovary"	"27040"	"West Virginia"	"54"	"2017"	"2017"	"Female"	"F"	97	918498	7.1	10.6
	"Ovary"	"27040"	"West Virginia"	"54"	"2019"	"2019"	"Female"	"F"	90	906103	6.4	9.9
	"Ovary"	"27040"	"Wisconsin"	"55"	"2017"	"2017"	"Female"	"F"	258	2911984	6.4	8.9
	"Ovary"	"27040"	"Wisconsin"	"55"	"2019"	"2019"	"Female"	"F"	250	2925732	6.0	8.5
	"Ovary"	"27040"	"Wyoming"	"56"	"2017"	"2017"	"Female"	"F"	31	284115	8.3	10.9
	"Ovary"	"27040"	"Wyoming"	"56"	"2019"	"2019"	"Female"	"F"	26	284406	6.8	9.1
	"Pancreas"	"21100"	"Alabama"	"01"	"2017"	"2017"	"Female"	"F"	343	2517486	10.1	13.6
	"Pancreas"	"21100"	"Alabama"	"01"	"2017"	"2017"	"Male"	"M"	371	2360503	13.3	15.7
	"Pancreas"	"21100"	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	370	2536133	10.1	14.6
	"Pancreas"	"21100"	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	373	2371832	13.1	15.7
	"Pancreas"	"21100"	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	21	353997	6.6	5.9
	"Pancreas"	"21100"	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	40	386986	11.9	10.3
	"Pancreas"	"21100"	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	32	350790	8.1	9.1
	"Pancreas"	"21100"	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	38	382813	10.8	9.9
	"Pancreas"	"21100"	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	434	3545316	8.9	12.2
	"Pancreas"	"21100"	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	489	3502772	11.6	14.0
	"Pancreas"	"21100"	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	479	3669041	9.1	13.1
	"Pancreas"	"21100"	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	543	3622802	12.0	15.0
	"Pancreas"	"21100"	"Arkansas"	"05"	"2017"	"2017"	"Female"	"F"	193	1527948	9.2	12.6
	"Pancreas"	"21100"	"Arkansas"	"05"	"2017"	"2017"	"Male"	"M"	230	1475907	13.6	15.6
	"Pancreas"	"21100"	"Arkansas"	"05"	"2019"	"2019"	"Female"	"F"	199	1538076	9.1	12.9
	"Pancreas"	"21100"	"Arkansas"	"05"	"2019"	"2019"	"Male"	"M"	220	1482909	12.1	14.8
	"Pancreas"	"21100"	"California"	"06"	"2017"	"2017"	"Female"	"F"	2192	19783962	9.1	11.1
	"Pancreas"	"21100"	"California"	"06"	"2017"	"2017"	"Male"	"M"	2334	19553823	11.9	11.9
	"Pancreas"	"21100"	"California"	"06"	"2019"	"2019"	"Female"	"F"	2301	19829085	9.1	11.6
	"Pancreas"	"21100"	"California"	"06"	"2019"	"2019"	"Male"	"M"	2413	19608525	11.8	12.3
	"Pancreas"	"21100"	"Colorado"	"08"	"2017"	"2017"	"Female"	"F"	243	2789649	7.4	8.7
	"Pancreas"	"21100"	"Colorado"	"08"	"2017"	"2017"	"Male"	"M"	308	2827772	10.8	10.9
	"Pancreas"	"21100"	"Colorado"	"08"	"2019"	"2019"	"Female"	"F"	300	2857610	8.6	10.5
	"Pancreas"	"21100"	"Colorado"	"08"	"2019"	"2019"	"Male"	"M"	318	2900876	10.6	11.0
	"Pancreas"	"21100"	"Connecticut"	"09"	"2017"	"2017"	"Female"	"F"	259	1831503	9.4	14.1
	"Pancreas"	"21100"	"Connecticut"	"09"	"2017"	"2017"	"Male"	"M"	260	1743821	12.6	14.9
	"Pancreas"	"21100"	"Connecticut"	"09"	"2019"	"2019"	"Female"	"F"	251	1826990	8.7	13.7
	"Pancreas"	"21100"	"Connecticut"	"09"	"2019"	"2019"	"Male"	"M"	262	1739032	12.1	15.1
	"Pancreas"	"21100"	"Delaware"	"10"	"2017"	"2017"	"Female"	"F"	79	494606	11.1	16.0
	"Pancreas"	"21100"	"Delaware"	"10"	"2017"	"2017"	"Male"	"M"	82	463336	13.5	17.7
	"Pancreas"	"21100"	"Delaware"	"10"	"2019"	"2019"	"Female"	"F"	73	504571	9.3	14.5
	"Pancreas"	"21100"	"Delaware"	"10"	"2019"	"2019"	"Male"	"M"	93	472097	15.0	19.7
	"Pancreas"	"21100"	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	44	366336	11.2	12.0
	"Pancreas"	"21100"	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	32	330743	11.2	9.7
	"Pancreas"	"21100"	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	47	372393	11.7	12.6
	"Pancreas"	"21100"	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	47	335860	15.6	14.0
	"Pancreas"	"21100"	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	1569	10720663	9.0	14.6
	"Pancreas"	"21100"	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	1720	10256426	12.0	16.8
	"Pancreas"	"21100"	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	1642	10987074	8.9	14.9
	"Pancreas"	"21100"	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	1848	10504982	12.2	17.6
	"Pancreas"	"21100"	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	594	5349075	9.6	11.1
	"Pancreas"	"21100"	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	562	5067956	11.2	11.1
	"Pancreas"	"21100"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	639	5462335	9.6	11.7
	"Pancreas"	"21100"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	680	5165685	12.9	13.2
	"Pancreas"	"21100"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	112	710227	10.6	15.8
	"Pancreas"	"21100"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	113	715536	13.1	15.8
	"Pancreas"	"21100"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	101	706419	9.1	14.3
	"Pancreas"	"21100"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	109	709196	12.1	15.4
	"Pancreas"	"21100"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	116	858030	11.0	13.5
	"Pancreas"	"21100"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	128	861715	13.9	14.9
	"Pancreas"	"21100"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	111	891995	9.5	12.4
	"Pancreas"	"21100"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	114	897065	11.0	12.7
	"Pancreas"	"21100"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	846	6501339	9.8	13.0
	"Pancreas"	"21100"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	888	6278554	13.2	14.1
	"Pancreas"	"21100"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	876	6443120	9.9	13.6
	"Pancreas"	"21100"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	947	6223897	13.3	15.2
	"Pancreas"	"21100"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	464	3378096	10.6	13.7
	"Pancreas"	"21100"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	491	3283972	14.0	15.0
	"Pancreas"	"21100"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	477	3411571	10.2	14.0
	"Pancreas"	"21100"	"Indiana"	"18"	"2019"	"2019"	"Male"	"M"	522	3319439	13.8	15.7
	"Pancreas"	"21100"	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	233	1579862	10.1	14.7
	"Pancreas"	"21100"	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	229	1563872	12.5	14.6
	"Pancreas"	"21100"	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	226	1586636	9.6	14.2
	"Pancreas"	"21100"	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	251	1572960	13.3	16.0
	"Pancreas"	"21100"	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	187	1460476	9.5	12.8
	"Pancreas"	"21100"	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	185	1450416	11.4	12.8
	"Pancreas"	"21100"	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	183	1462080	8.8	12.5
	"Pancreas"	"21100"	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	234	1450555	14.2	16.1
	"Pancreas"	"21100"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	272	2260311	8.8	12.0
	"Pancreas"	"21100"	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	321	2195279	12.9	14.6
	"Pancreas"	"21100"	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	329	2269036	10.3	14.5
	"Pancreas"	"21100"	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	319	2203309	12.0	14.5
	"Pancreas"	"21100"	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	312	2390634	10.3	13.1
	"Pancreas"	"21100"	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	360	2283039	14.7	15.8
	"Pancreas"	"21100"	"Louisiana"	"22"	"2019"	"2019"	"Female"	"F"	388	2385969	12.2	16.3
	"Pancreas"	"21100"	"Louisiana"	"22"	"2019"	"2019"	"Male"	"M"	369	2272316	14.6	16.2
	"Pancreas"	"21100"	"Maine"	"23"	"2017"	"2017"	"Female"	"F"	122	681559	10.7	17.9
	"Pancreas"	"21100"	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	118	654184	12.8	18.0
	"Pancreas"	"21100"	"Maine"	"23"	"2019"	"2019"	"Female"	"F"	110	686674	9.6	16.0
	"Pancreas"	"21100"	"Maine"	"23"	"2019"	"2019"	"Male"	"M"	124	659096	13.0	18.8
	"Pancreas"	"21100"	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	370	3106751	9.2	11.9
	"Pancreas"	"21100"	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	432	2921435	13.9	14.8
	"Pancreas"	"21100"	"Maryland"	"24"	"2019"	"2019"	"Female"	"F"	427	3122480	10.0	13.7
	"Pancreas"	"21100"	"Maryland"	"24"	"2019"	"2019"	"Male"	"M"	428	2932474	12.8	14.6
	"Pancreas"	"21100"	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	496	3532606	10.1	14.0
	"Pancreas"	"21100"	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	507	3330954	13.3	15.2
	"Pancreas"	"21100"	"Massachusetts"	"25"	"2019"	"2019"	"Female"	"F"	539	3548380	10.4	15.2
	"Pancreas"	"21100"	"Massachusetts"	"25"	"2019"	"2019"	"Male"	"M"	518	3346503	13.2	15.5
	"Pancreas"	"21100"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	780	5064544	10.8	15.4
	"Pancreas"	"21100"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	881	4912208	15.1	17.9
	"Pancreas"	"21100"	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	806	5066743	10.9	15.9
	"Pancreas"	"21100"	"Michigan"	"26"	"2019"	"2019"	"Male"	"M"	851	4918052	13.8	17.3
	"Pancreas"	"21100"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	374	2796520	10.3	13.4
	"Pancreas"	"21100"	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	403	2772763	13.2	14.5
	"Pancreas"	"21100"	"Minnesota"	"27"	"2019"	"2019"	"Female"	"F"	376	2830663	9.7	13.3
	"Pancreas"	"21100"	"Minnesota"	"27"	"2019"	"2019"	"Male"	"M"	406	2809390	12.7	14.5
	"Pancreas"	"21100"	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	220	1539672	10.9	14.3
	"Pancreas"	"21100"	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	257	1451002	16.1	17.7
	"Pancreas"	"21100"	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	214	1534587	10.2	13.9
	"Pancreas"	"21100"	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	223	1443640	13.7	15.4
	"Pancreas"	"21100"	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	404	3111381	9.2	13.0
	"Pancreas"	"21100"	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	500	3000001	14.3	16.7
	"Pancreas"	"21100"	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	457	3127846	10.2	14.6
	"Pancreas"	"21100"	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	508	3012629	13.8	16.9
	"Pancreas"	"21100"	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	76	523400	9.7	14.5
	"Pancreas"	"21100"	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	77	530462	11.1	14.5
	"Pancreas"	"21100"	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	79	531486	10.1	14.9
	"Pancreas"	"21100"	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	85	538637	11.8	15.8
	"Pancreas"	"21100"	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	108	960422	8.4	11.2
	"Pancreas"	"21100"	"Nebraska"	"31"	"2017"	"2017"	"Male"	"M"	166	956576	16.4	17.4
	"Pancreas"	"21100"	"Nebraska"	"31"	"2019"	"2019"	"Female"	"F"	125	967601	9.9	12.9
	"Pancreas"	"21100"	"Nebraska"	"31"	"2019"	"2019"	"Male"	"M"	138	964970	12.9	14.3
	"Pancreas"	"21100"	"Nevada"	"32"	"2017"	"2017"	"Female"	"F"	184	1480860	10.2	12.4
	"Pancreas"	"21100"	"Nevada"	"32"	"2017"	"2017"	"Male"	"M"	196	1491237	11.8	13.1
	"Pancreas"	"21100"	"Nevada"	"32"	"2019"	"2019"	"Female"	"F"	166	1541266	8.4	10.8
	"Pancreas"	"21100"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	214	1549505	12.0	13.8
	"Pancreas"	"21100"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	78	681670	7.8	11.4
	"Pancreas"	"21100"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	111	668725	13.3	16.6
	"Pancreas"	"21100"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	126	686814	11.9	18.3
	"Pancreas"	"21100"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	126	673969	13.8	18.7
	"Pancreas"	"21100"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	668	4547537	10.4	14.7
	"Pancreas"	"21100"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	668	4340610	13.7	15.4
	"Pancreas"	"21100"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	625	4545698	9.4	13.7
	"Pancreas"	"21100"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	677	4345560	13.4	15.6
	"Pancreas"	"21100"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	117	1056754	7.8	11.1
	"Pancreas"	"21100"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	151	1036090	12.2	14.6
	"Pancreas"	"21100"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	121	1060654	7.9	11.4
	"Pancreas"	"21100"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	154	1038980	12.0	14.8
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	1410	10080806	9.9	14.0
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	1375	9513043	12.9	14.5
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	1385	10012065	9.5	13.8
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	1384	9451066	12.4	14.6
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	"Female"	"F"	649	5274812	9.2	12.3
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	"Male"	"M"	716	5000946	12.9	14.3
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	725	5393755	9.7	13.4
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	713	5107629	11.9	14.0
	"Pancreas"	"21100"	"North Dakota"	"38"	"2017"	"2017"	"Female"	"F"	40	369032	8.2	10.8
	"Pancreas"	"21100"	"North Dakota"	"38"	"2017"	"2017"	"Male"	"M"	64	387723	16.2	16.5
	"Pancreas"	"21100"	"North Dakota"	"38"	"2019"	"2019"	"Female"	"F"	41	372678	8.2	11.0
	"Pancreas"	"21100"	"North Dakota"	"38"	"2019"	"2019"	"Male"	"M"	43	391046	9.8	11.0
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	890	5949075	10.4	15.0
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	964	5716631	14.4	16.9
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	961	5962634	11.0	16.1
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	1044	5733873	14.7	18.2
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	259	1984912	10.1	13.0
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	259	1948690	12.3	13.3
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	257	1999160	9.4	12.9
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	283	1961516	12.6	14.4
	"Pancreas"	"21100"	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	314	2091485	11.2	15.0
	"Pancreas"	"21100"	"Oregon"	"41"	"2017"	"2017"	"Male"	"M"	326	2055809	13.3	15.9
	"Pancreas"	"21100"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	288	2126006	9.5	13.5
	"Pancreas"	"21100"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	320	2090110	12.1	15.3
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	1034	6528507	10.3	15.8
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	1169	6266172	14.8	18.7
