"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate	Age-Adjusted Rate Lower 95% Confidence Interval	Age-Adjusted Rate Upper 95% Confidence Interval	Age-Adjusted Rate Standard Error
	"Chronic Lymphocytic Leukemia"	"35012"	"Idaho"	"16"	"2019"	"2019"	29	1789060	1.5	1.0	2.1	0.3
	"Chronic Lymphocytic Leukemia"	"35012"	"Illinois"	"17"	"2017"	"2017"	148	12779893	1.0	0.8	1.2	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Illinois"	"17"	"2019"	"2019"	157	12667017	1.0	0.8	1.2	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Indiana"	"18"	"2017"	"2017"	103	6662068	1.4	1.1	1.6	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Indiana"	"18"	"2019"	"2019"	111	6731010	1.4	1.1	1.6	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Iowa"	"19"	"2017"	"2017"	64	3143734	1.5	1.2	1.9	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Iowa"	"19"	"2019"	"2019"	58	3159596	1.4	1.0	1.8	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2017"	"2017"	44	2910892	1.2	0.9	1.6	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2019"	"2019"	47	2912635	1.3	0.9	1.7	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Kentucky"	"21"	"2017"	"2017"	73	4455590	1.4	1.1	1.8	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Kentucky"	"21"	"2019"	"2019"	66	4472345	1.2	0.9	1.5	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Louisiana"	"22"	"2017"	"2017"	46	4673673	0.9	0.7	1.2	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Louisiana"	"22"	"2019"	"2019"	60	4658285	1.1	0.8	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Maine"	"23"	"2017"	"2017"	24	1335743	1.2	0.8	1.9	0.3
	"Chronic Lymphocytic Leukemia"	"35012"	"Maine"	"23"	"2019"	"2019"	30	1345770	1.4	0.9	2.0	0.3
	"Chronic Lymphocytic Leukemia"	"35012"	"Maryland"	"24"	"2017"	"2017"	85	6028186	1.2	1.0	1.5	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Maryland"	"24"	"2019"	"2019"	85	6054954	1.2	0.9	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Massachusetts"	"25"	"2017"	"2017"	104	6863560	1.2	0.9	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Massachusetts"	"25"	"2019"	"2019"	111	6894883	1.2	1.0	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Michigan"	"26"	"2017"	"2017"	179	9976752	1.4	1.2	1.7	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Michigan"	"26"	"2019"	"2019"	157	9984795	1.2	1.0	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Minnesota"	"27"	"2017"	"2017"	95	5569283	1.4	1.1	1.7	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Minnesota"	"27"	"2019"	"2019"	105	5640053	1.5	1.2	1.8	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Mississippi"	"28"	"2017"	"2017"	20	2990674	0.6	0.4	1.0	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Mississippi"	"28"	"2019"	"2019"	35	2978227	1.0	0.7	1.4	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Missouri"	"29"	"2017"	"2017"	85	6111382	1.1	0.9	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Missouri"	"29"	"2019"	"2019"	108	6140475	1.3	1.1	1.6	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Montana"	"30"	"2017"	"2017"	20	1053862	1.5	0.9	2.3	0.3
	"Chronic Lymphocytic Leukemia"	"35012"	"Montana"	"30"	"2019"	"2019"	21	1070123	1.4	0.9	2.2	0.3
	"Chronic Lymphocytic Leukemia"	"35012"	"Nebraska"	"31"	"2017"	"2017"	30	1916998	1.2	0.8	1.8	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Nebraska"	"31"	"2019"	"2019"	25	1932571	1.0	0.6	1.5	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Nevada"	"32"	"2017"	"2017"	33	2972097	1.0	0.7	1.5	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Nevada"	"32"	"2019"	"2019"	30	3090771	0.9	0.6	1.3	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"New Hampshire"	"33"	"2017"	"2017"	21	1350395	1.2	0.7	1.9	0.3
	"Chronic Lymphocytic Leukemia"	"35012"	"New Hampshire"	"33"	"2019"	"2019"	21	1360783	1.1	0.7	1.7	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"New Jersey"	"34"	"2017"	"2017"	126	8888147	1.1	0.9	1.3	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"New Jersey"	"34"	"2019"	"2019"	107	8891258	0.9	0.8	1.1	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"New Mexico"	"35"	"2017"	"2017"	19	2092844	0.7	0.4	1.2	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"New Mexico"	"35"	"2019"	"2019"	23	2099634	0.9	0.5	1.3	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"New York"	"36"	"2017"	"2017"	266	19593849	1.0	0.9	1.2	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"New York"	"36"	"2019"	"2019"	254	19463131	1.0	0.9	1.1	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"North Carolina"	"37"	"2017"	"2017"	130	10275758	1.1	0.9	1.3	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"North Carolina"	"37"	"2019"	"2019"	145	10501384	1.1	1.0	1.3	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Ohio"	"39"	"2017"	"2017"	184	11665706	1.2	1.0	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Ohio"	"39"	"2019"	"2019"	169	11696507	1.1	0.9	1.3	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Oklahoma"	"40"	"2017"	"2017"	48	3933602	1.1	0.8	1.4	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Oklahoma"	"40"	"2019"	"2019"	54	3960676	1.1	0.8	1.5	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Oregon"	"41"	"2017"	"2017"	62	4147294	1.2	0.9	1.6	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Oregon"	"41"	"2019"	"2019"	73	4216116	1.4	1.1	1.7	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Pennsylvania"	"42"	"2017"	"2017"	208	12794679	1.1	1.0	1.3	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Pennsylvania"	"42"	"2019"	"2019"	224	12798883	1.2	1.0	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Rhode Island"	"44"	"2017"	"2017"	20	1056554	1.3	0.8	2.1	0.3
	"Chronic Lymphocytic Leukemia"	"35012"	"South Carolina"	"45"	"2017"	"2017"	73	5027102	1.2	0.9	1.5	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"South Carolina"	"45"	"2019"	"2019"	70	5157702	1.1	0.8	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"South Dakota"	"46"	"2019"	"2019"	21	887127	1.8	1.1	2.8	0.4
	"Chronic Lymphocytic Leukemia"	"35012"	"Tennessee"	"47"	"2017"	"2017"	114	6714748	1.5	1.2	1.7	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Tennessee"	"47"	"2019"	"2019"	84	6830325	1.0	0.8	1.3	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Texas"	"48"	"2017"	"2017"	252	28291024	1.0	0.9	1.1	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Texas"	"48"	"2019"	"2019"	226	28986794	0.8	0.7	1.0	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Utah"	"49"	"2017"	"2017"	29	3103540	1.2	0.8	1.7	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Utah"	"49"	"2019"	"2019"	26	3203383	1.0	0.7	1.5	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Virginia"	"51"	"2017"	"2017"	114	8471011	1.2	1.0	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Virginia"	"51"	"2019"	"2019"	107	8556642	1.1	0.9	1.3	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Washington"	"53"	"2017"	"2017"	91	7427951	1.1	0.9	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Washington"	"53"	"2019"	"2019"	101	7614024	1.2	0.9	1.4	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"West Virginia"	"54"	"2017"	"2017"	31	1818683	1.2	0.8	1.7	0.2
	"Chronic Lymphocytic Leukemia"	"35012"	"West Virginia"	"54"	"2019"	"2019"	44	1795263	1.7	1.2	2.3	0.3
	"Chronic Lymphocytic Leukemia"	"35012"	"Wisconsin"	"55"	"2017"	"2017"	92	5793147	1.2	1.0	1.5	0.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Wisconsin"	"55"	"2019"	"2019"	87	5824581	1.1	0.9	1.4	0.1
	"Acute Myeloid Leukemia"	"35021"	"Alabama"	"01"	"2017"	"2017"	130	4877989	2.2	1.8	2.6	0.2
	"Acute Myeloid Leukemia"	"35021"	"Alabama"	"01"	"2019"	"2019"	121	4907965	1.9	1.6	2.3	0.2
	"Acute Myeloid Leukemia"	"35021"	"Alaska"	"02"	"2019"	"2019"	19	733603	2.7	1.6	4.3	0.6
	"Acute Myeloid Leukemia"	"35021"	"Arizona"	"04"	"2017"	"2017"	221	7048088	2.6	2.2	2.9	0.2
	"Acute Myeloid Leukemia"	"35021"	"Arizona"	"04"	"2019"	"2019"	213	7291843	2.3	2.0	2.6	0.2
	"Acute Myeloid Leukemia"	"35021"	"Arkansas"	"05"	"2017"	"2017"	95	3003855	2.5	2.0	3.1	0.3
	"Acute Myeloid Leukemia"	"35021"	"Arkansas"	"05"	"2019"	"2019"	98	3020985	2.6	2.1	3.2	0.3
	"Acute Myeloid Leukemia"	"35021"	"California"	"06"	"2017"	"2017"	1093	39337785	2.6	2.5	2.8	0.1
	"Acute Myeloid Leukemia"	"35021"	"California"	"06"	"2019"	"2019"	1119	39437610	2.5	2.4	2.7	0.1
	"Acute Myeloid Leukemia"	"35021"	"Colorado"	"08"	"2017"	"2017"	147	5617421	2.4	2.1	2.9	0.2
	"Acute Myeloid Leukemia"	"35021"	"Colorado"	"08"	"2019"	"2019"	163	5758486	2.6	2.2	3.0	0.2
	"Acute Myeloid Leukemia"	"35021"	"Connecticut"	"09"	"2017"	"2017"	124	3575324	2.8	2.3	3.3	0.3
	"Acute Myeloid Leukemia"	"35021"	"Connecticut"	"09"	"2019"	"2019"	147	3566022	3.1	2.6	3.7	0.3
	"Acute Myeloid Leukemia"	"35021"	"Delaware"	"10"	"2017"	"2017"	47	957942	3.6	2.7	4.9	0.5
	"Acute Myeloid Leukemia"	"35021"	"Delaware"	"10"	"2019"	"2019"	43	976668	3.3	2.3	4.5	0.5
	"Acute Myeloid Leukemia"	"35021"	"Florida"	"12"	"2017"	"2017"	819	20977089	2.7	2.5	2.9	0.1
	"Acute Myeloid Leukemia"	"35021"	"Florida"	"12"	"2019"	"2019"	843	21492056	2.6	2.4	2.8	0.1
	"Acute Myeloid Leukemia"	"35021"	"Georgia"	"13"	"2017"	"2017"	265	10417031	2.4	2.1	2.8	0.2
	"Acute Myeloid Leukemia"	"35021"	"Georgia"	"13"	"2019"	"2019"	261	10628020	2.3	2.0	2.6	0.1
	"Acute Myeloid Leukemia"	"35021"	"Hawaii"	"15"	"2017"	"2017"	39	1425763	2.2	1.5	3.0	0.4
	"Acute Myeloid Leukemia"	"35021"	"Hawaii"	"15"	"2019"	"2019"	39	1415615	2.0	1.4	2.8	0.3
	"Acute Myeloid Leukemia"	"35021"	"Idaho"	"16"	"2017"	"2017"	55	1719745	2.9	2.2	3.8	0.4
	"Acute Myeloid Leukemia"	"35021"	"Idaho"	"16"	"2019"	"2019"	53	1789060	2.5	1.9	3.3	0.4
	"Acute Myeloid Leukemia"	"35021"	"Illinois"	"17"	"2017"	"2017"	419	12779893	2.9	2.6	3.2	0.1
	"Acute Myeloid Leukemia"	"35021"	"Illinois"	"17"	"2019"	"2019"	433	12667017	2.8	2.5	3.1	0.1
	"Acute Myeloid Leukemia"	"35021"	"Indiana"	"18"	"2017"	"2017"	251	6662068	3.2	2.8	3.7	0.2
	"Acute Myeloid Leukemia"	"35021"	"Indiana"	"18"	"2019"	"2019"	239	6731010	3.0	2.6	3.4	0.2
	"Acute Myeloid Leukemia"	"35021"	"Iowa"	"19"	"2017"	"2017"	142	3143734	3.7	3.1	4.3	0.3
	"Acute Myeloid Leukemia"	"35021"	"Iowa"	"19"	"2019"	"2019"	123	3159596	3.0	2.5	3.6	0.3
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2017"	"2017"	116	2910892	3.4	2.8	4.1	0.3
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2019"	"2019"	128	2912635	3.6	3.0	4.3	0.3
	"Acute Myeloid Leukemia"	"35021"	"Kentucky"	"21"	"2017"	"2017"	165	4455590	3.1	2.7	3.7	0.2
	"Acute Myeloid Leukemia"	"35021"	"Kentucky"	"21"	"2019"	"2019"	177	4472345	3.2	2.8	3.8	0.3
	"Acute Myeloid Leukemia"	"35021"	"Louisiana"	"22"	"2017"	"2017"	128	4673673	2.4	2.0	2.9	0.2
	"Acute Myeloid Leukemia"	"35021"	"Louisiana"	"22"	"2019"	"2019"	126	4658285	2.3	1.9	2.8	0.2
	"Acute Myeloid Leukemia"	"35021"	"Maine"	"23"	"2017"	"2017"	54	1335743	2.9	2.1	3.8	0.4
	"Acute Myeloid Leukemia"	"35021"	"Maine"	"23"	"2019"	"2019"	65	1345770	3.2	2.5	4.2	0.4
	"Acute Myeloid Leukemia"	"35021"	"Maryland"	"24"	"2017"	"2017"	180	6028186	2.6	2.2	3.0	0.2
	"Acute Myeloid Leukemia"	"35021"	"Maryland"	"24"	"2019"	"2019"	220	6054954	3.0	2.6	3.4	0.2
	"Acute Myeloid Leukemia"	"35021"	"Massachusetts"	"25"	"2017"	"2017"	249	6863560	3.0	2.6	3.4	0.2
	"Acute Myeloid Leukemia"	"35021"	"Massachusetts"	"25"	"2019"	"2019"	215	6894883	2.4	2.1	2.7	0.2
	"Acute Myeloid Leukemia"	"35021"	"Michigan"	"26"	"2017"	"2017"	350	9976752	2.8	2.5	3.2	0.2
	"Acute Myeloid Leukemia"	"35021"	"Michigan"	"26"	"2019"	"2019"	359	9984795	2.8	2.5	3.1	0.2
	"Acute Myeloid Leukemia"	"35021"	"Minnesota"	"27"	"2017"	"2017"	215	5569283	3.3	2.8	3.7	0.2
	"Acute Myeloid Leukemia"	"35021"	"Minnesota"	"27"	"2019"	"2019"	186	5640053	2.7	2.4	3.2	0.2
	"Acute Myeloid Leukemia"	"35021"	"Mississippi"	"28"	"2017"	"2017"	81	2990674	2.4	1.9	3.0	0.3
	"Acute Myeloid Leukemia"	"35021"	"Mississippi"	"28"	"2019"	"2019"	89	2978227	2.5	2.0	3.1	0.3
	"Acute Myeloid Leukemia"	"35021"	"Missouri"	"29"	"2017"	"2017"	250	6111382	3.4	3.0	3.8	0.2
	"Acute Myeloid Leukemia"	"35021"	"Missouri"	"29"	"2019"	"2019"	203	6140475	2.6	2.2	3.0	0.2
	"Acute Myeloid Leukemia"	"35021"	"Montana"	"30"	"2017"	"2017"	35	1053862	2.7	1.9	3.8	0.5
	"Acute Myeloid Leukemia"	"35021"	"Montana"	"30"	"2019"	"2019"	35	1070123	2.4	1.7	3.4	0.4
	"Acute Myeloid Leukemia"	"35021"	"Nebraska"	"31"	"2017"	"2017"	81	1916998	3.5	2.7	4.4	0.4
	"Acute Myeloid Leukemia"	"35021"	"Nebraska"	"31"	"2019"	"2019"	82	1932571	3.4	2.7	4.2	0.4
	"Acute Myeloid Leukemia"	"35021"	"Nevada"	"32"	"2017"	"2017"	75	2972097	2.2	1.7	2.8	0.3
	"Acute Myeloid Leukemia"	"35021"	"Nevada"	"32"	"2019"	"2019"	101	3090771	2.8	2.3	3.5	0.3
	"Acute Myeloid Leukemia"	"35021"	"New Hampshire"	"33"	"2017"	"2017"	46	1350395	2.5	1.9	3.5	0.4
	"Acute Myeloid Leukemia"	"35021"	"New Hampshire"	"33"	"2019"	"2019"	63	1360783	3.4	2.6	4.4	0.4
	"Acute Myeloid Leukemia"	"35021"	"New Jersey"	"34"	"2017"	"2017"	294	8888147	2.7	2.4	3.1	0.2
	"Acute Myeloid Leukemia"	"35021"	"New Jersey"	"34"	"2019"	"2019"	277	8891258	2.5	2.2	2.8	0.2
	"Acute Myeloid Leukemia"	"35021"	"New Mexico"	"35"	"2017"	"2017"	56	2092844	2.2	1.7	2.9	0.3
	"Acute Myeloid Leukemia"	"35021"	"New Mexico"	"35"	"2019"	"2019"	56	2099634	2.0	1.5	2.7	0.3
	"Acute Myeloid Leukemia"	"35021"	"New York"	"36"	"2017"	"2017"	671	19593849	2.8	2.6	3.0	0.1
	"Acute Myeloid Leukemia"	"35021"	"New York"	"36"	"2019"	"2019"	655	19463131	2.7	2.5	2.9	0.1
	"Acute Myeloid Leukemia"	"35021"	"North Carolina"	"37"	"2017"	"2017"	330	10275758	2.8	2.5	3.1	0.2
	"Acute Myeloid Leukemia"	"35021"	"North Carolina"	"37"	"2019"	"2019"	374	10501384	3.0	2.7	3.3	0.2
	"Acute Myeloid Leukemia"	"35021"	"North Dakota"	"38"	"2017"	"2017"	29	756755	3.4	2.2	4.9	0.6
	"Acute Myeloid Leukemia"	"35021"	"North Dakota"	"38"	"2019"	"2019"	28	763724	3.0	2.0	4.4	0.6
	"Acute Myeloid Leukemia"	"35021"	"Ohio"	"39"	"2017"	"2017"	453	11665706	3.2	2.9	3.5	0.2
	"Acute Myeloid Leukemia"	"35021"	"Ohio"	"39"	"2019"	"2019"	458	11696507	3.0	2.8	3.3	0.1
	"Acute Myeloid Leukemia"	"35021"	"Oklahoma"	"40"	"2017"	"2017"	136	3933602	3.0	2.5	3.6	0.3
	"Acute Myeloid Leukemia"	"35021"	"Oklahoma"	"40"	"2019"	"2019"	141	3960676	3.0	2.5	3.5	0.3
	"Acute Myeloid Leukemia"	"35021"	"Oregon"	"41"	"2017"	"2017"	166	4147294	3.3	2.8	3.9	0.3
	"Acute Myeloid Leukemia"	"35021"	"Oregon"	"41"	"2019"	"2019"	157	4216116	3.0	2.5	3.5	0.2
	"Acute Myeloid Leukemia"	"35021"	"Pennsylvania"	"42"	"2017"	"2017"	529	12794679	3.1	2.8	3.4	0.1
	"Acute Myeloid Leukemia"	"35021"	"Pennsylvania"	"42"	"2019"	"2019"	535	12798883	3.1	2.8	3.3	0.1
	"Acute Myeloid Leukemia"	"35021"	"Rhode Island"	"44"	"2017"	"2017"	38	1056554	3.0	2.1	4.1	0.5
	"Acute Myeloid Leukemia"	"35021"	"Rhode Island"	"44"	"2019"	"2019"	41	1058158	2.8	2.0	3.9	0.5
	"Acute Myeloid Leukemia"	"35021"	"South Carolina"	"45"	"2017"	"2017"	154	5027102	2.4	2.0	2.9	0.2
	"Acute Myeloid Leukemia"	"35021"	"South Carolina"	"45"	"2019"	"2019"	166	5157702	2.5	2.2	3.0	0.2
	"Acute Myeloid Leukemia"	"35021"	"South Dakota"	"46"	"2017"	"2017"	24	873732	2.2	1.4	3.4	0.5
	"Acute Myeloid Leukemia"	"35021"	"South Dakota"	"46"	"2019"	"2019"	34	887127	3.2	2.2	4.5	0.6
	"Acute Myeloid Leukemia"	"35021"	"Tennessee"	"47"	"2017"	"2017"	220	6714748	2.7	2.4	3.1	0.2
	"Acute Myeloid Leukemia"	"35021"	"Tennessee"	"47"	"2019"	"2019"	209	6830325	2.5	2.2	2.9	0.2
	"Acute Myeloid Leukemia"	"35021"	"Texas"	"48"	"2017"	"2017"	710	28291024	2.6	2.4	2.8	0.1
	"Acute Myeloid Leukemia"	"35021"	"Texas"	"48"	"2019"	"2019"	726	28986794	2.5	2.4	2.7	0.1
	"Acute Myeloid Leukemia"	"35021"	"Utah"	"49"	"2017"	"2017"	67	3103540	2.6	2.0	3.3	0.3
	"Acute Myeloid Leukemia"	"35021"	"Utah"	"49"	"2019"	"2019"	72	3203383	2.6	2.1	3.3	0.3
	"Acute Myeloid Leukemia"	"35021"	"Vermont"	"50"	"2017"	"2017"	23	625132	2.6	1.6	4.0	0.6
	"Acute Myeloid Leukemia"	"35021"	"Vermont"	"50"	"2019"	"2019"	23	624046	2.6	1.6	4.0	0.5
	"Acute Myeloid Leukemia"	"35021"	"Virginia"	"51"	"2017"	"2017"	248	8471011	2.6	2.3	2.9	0.2
	"Acute Myeloid Leukemia"	"35021"	"Virginia"	"51"	"2019"	"2019"	263	8556642	2.6	2.3	2.9	0.2
	"Acute Myeloid Leukemia"	"35021"	"Washington"	"53"	"2017"	"2017"	253	7427951	3.1	2.7	3.5	0.2
	"Acute Myeloid Leukemia"	"35021"	"Washington"	"53"	"2019"	"2019"	236	7614024	2.7	2.4	3.1	0.2
	"Acute Myeloid Leukemia"	"35021"	"West Virginia"	"54"	"2017"	"2017"	78	1818683	3.1	2.5	4.0	0.4
	"Acute Myeloid Leukemia"	"35021"	"West Virginia"	"54"	"2019"	"2019"	79	1795263	3.2	2.5	4.1	0.4
	"Acute Myeloid Leukemia"	"35021"	"Wisconsin"	"55"	"2017"	"2017"	246	5793147	3.4	3.0	3.9	0.2
	"Acute Myeloid Leukemia"	"35021"	"Wisconsin"	"55"	"2019"	"2019"	234	5824581	3.1	2.7	3.5	0.2
	"Acute Myeloid Leukemia"	"35021"	"Wyoming"	"56"	"2017"	"2017"	19	579994	2.6	1.6	4.2	0.6
	"Acute Myeloid Leukemia"	"35021"	"Wyoming"	"56"	"2019"	"2019"	23	580116	3.2	2.0	4.9	0.7
	"Chronic Myeloid Leukemia"	"35022"	"Alabama"	"01"	"2017"	"2017"	16	4877989	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Arizona"	"04"	"2017"	"2017"	17	7048088	0.2	0.1	0.3	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Arizona"	"04"	"2019"	"2019"	34	7291843	0.4	0.3	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"California"	"06"	"2017"	"2017"	118	39337785	0.3	0.2	0.3	0.0
	"Chronic Myeloid Leukemia"	"35022"	"California"	"06"	"2019"	"2019"	112	39437610	0.3	0.2	0.3	0.0
	"Chronic Myeloid Leukemia"	"35022"	"Colorado"	"08"	"2017"	"2017"	17	5617421	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Florida"	"12"	"2017"	"2017"	96	20977089	0.3	0.3	0.4	0.0
	"Chronic Myeloid Leukemia"	"35022"	"Florida"	"12"	"2019"	"2019"	118	21492056	0.4	0.3	0.5	0.0
	"Chronic Myeloid Leukemia"	"35022"	"Georgia"	"13"	"2017"	"2017"	35	10417031	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Georgia"	"13"	"2019"	"2019"	32	10628020	0.3	0.2	0.4	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Illinois"	"17"	"2017"	"2017"	65	12779893	0.4	0.3	0.6	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Illinois"	"17"	"2019"	"2019"	34	12667017	0.2	0.1	0.3	0.0
	"Chronic Myeloid Leukemia"	"35022"	"Indiana"	"18"	"2017"	"2017"	26	6662068	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Indiana"	"18"	"2019"	"2019"	28	6731010	0.4	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2017"	"2017"	18	2910892	0.5	0.3	0.9	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Kentucky"	"21"	"2017"	"2017"	17	4455590	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Kentucky"	"21"	"2019"	"2019"	20	4472345	0.4	0.2	0.6	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Louisiana"	"22"	"2019"	"2019"	18	4658285	0.4	0.2	0.6	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Maryland"	"24"	"2017"	"2017"	22	6028186	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Maryland"	"24"	"2019"	"2019"	16	6054954	0.2	0.1	0.4	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Massachusetts"	"25"	"2017"	"2017"	20	6863560	0.3	0.2	0.4	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Massachusetts"	"25"	"2019"	"2019"	20	6894883	0.2	0.1	0.4	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Michigan"	"26"	"2017"	"2017"	41	9976752	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Michigan"	"26"	"2019"	"2019"	53	9984795	0.4	0.3	0.6	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Minnesota"	"27"	"2017"	"2017"	27	5569283	0.4	0.3	0.6	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Minnesota"	"27"	"2019"	"2019"	25	5640053	0.4	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Missouri"	"29"	"2017"	"2017"	18	6111382	0.2	0.1	0.4	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Missouri"	"29"	"2019"	"2019"	25	6140475	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"New Jersey"	"34"	"2017"	"2017"	37	8888147	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"New Jersey"	"34"	"2019"	"2019"	20	8891258	0.2	0.1	0.3	0.0
	"Chronic Myeloid Leukemia"	"35022"	"New York"	"36"	"2017"	"2017"	54	19593849	0.2	0.2	0.3	0.0
	"Chronic Myeloid Leukemia"	"35022"	"New York"	"36"	"2019"	"2019"	52	19463131	0.2	0.2	0.3	0.0
	"Chronic Myeloid Leukemia"	"35022"	"North Carolina"	"37"	"2017"	"2017"	35	10275758	0.3	0.2	0.4	0.1
	"Chronic Myeloid Leukemia"	"35022"	"North Carolina"	"37"	"2019"	"2019"	39	10501384	0.3	0.2	0.4	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Ohio"	"39"	"2017"	"2017"	57	11665706	0.4	0.3	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Ohio"	"39"	"2019"	"2019"	50	11696507	0.3	0.2	0.4	0.0
	"Chronic Myeloid Leukemia"	"35022"	"Oklahoma"	"40"	"2019"	"2019"	16	3960676	0.3	0.2	0.6	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Oregon"	"41"	"2017"	"2017"	23	4147294	0.4	0.3	0.7	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Oregon"	"41"	"2019"	"2019"	16	4216116	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Pennsylvania"	"42"	"2017"	"2017"	44	12794679	0.2	0.2	0.3	0.0
