"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	146	124146	117.6
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	259	137008	189.0
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	419	142652	293.7
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	534	135853	393.1
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	609	108160	563.1
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	560	72209	775.5
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	474	45225	1048.1
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	712	52625	1353.0
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	18	152588	11.8
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	34	137256	24.8
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	69	132377	52.1
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	114	124215	91.8
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	276	129642	212.9
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	462	129782	356.0
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	625	122023	512.2
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	701	97325	720.3
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	646	62717	1030.0
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	526	36391	1445.4
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	683	31866	2143.4
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	17	406801	4.2
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	17	425830	4.0
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	42	403462	10.4
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	81	384781	21.1
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	143	359021	39.8
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	260	412277	63.1
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	610	447425	136.3
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	1010	480565	210.2
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	1278	451865	282.8
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	1705	381868	446.5
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	1859	297433	625.0
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	1830	216339	845.9
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	1725	165774	1040.6
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	3072	223726	1373.1
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	32	413534	7.7
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	45	384665	11.7
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	119	355222	33.5
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	238	405282	58.7
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	583	431757	135.0
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	1108	456517	242.7
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	1668	422006	395.3
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	2135	345111	618.6
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	2179	254116	857.5
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	1997	169157	1180.6
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	1905	113317	1681.1
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	2646	112117	2360.0
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	38	417688	9.1
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	96	394555	24.3
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	140	362747	38.6
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	264	389883	67.7
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	498	421520	118.1
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	921	466559	197.4
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	1348	463429	290.9
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	1580	396948	398.0
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	1801	321627	560.0
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	1870	234985	795.8
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	1698	169671	1000.8
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	3088	219194	1408.8
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	19	405018	4.7
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	28	440449	6.4
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	35	430564	8.1
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	58	397183	14.6
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	85	359308	23.7
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	238	383639	62.0
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	515	408558	126.1
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	979	443170	220.9
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	1635	431980	378.5
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	1940	359174	540.1
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	2242	277092	809.1
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	2123	184992	1147.6
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	1915	118354	1618.0
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	2491	112134	2221.4
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	17	35024	48.5
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	38	38837	97.8
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	88	40462	217.5
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	96	37013	259.4
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	129	29880	431.7
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	131	23310	562.0
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	136	16289	834.9
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	126	12429	1013.8
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	245	19062	1285.3
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	17	32977	51.6
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	46	36347	126.6
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	78	37184	209.8
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	135	33648	401.2
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	131	26910	486.8
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	173	20044	863.1
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	140	12389	1130.0
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	141	8410	1676.6
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	225	8884	2532.6
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	24	32846	73.1
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	37	36745	100.7
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	74	39967	185.2
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	104	38256	271.9
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	136	31391	433.2
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	126	25223	499.5
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	154	18084	851.6
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	142	12663	1121.4
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	264	18470	1429.3
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	16	30957	51.7
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	38	34538	110.0
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	80	36499	219.2
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	122	34794	350.6
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	139	27910	498.0
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	190	21849	869.6
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	157	14117	1112.1
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	153	8613	1776.4
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	204	8837	2308.5
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	26	160040	16.2
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	46	159091	28.9
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	71	150957	47.0
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	130	164384	79.1
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	249	172115	144.7
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	403	179259	224.8
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	540	175461	307.8
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	604	160418	376.5
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	685	125675	545.1
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	692	82574	838.0
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	545	54532	999.4
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	691	56731	1218.0
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	28	151769	18.4
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	49	142617	34.4
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	113	155469	72.7
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	219	158822	137.9
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	482	161724	298.0
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	762	151103	504.3
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	903	138163	653.6
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	957	109358	875.1
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	779	68207	1142.1
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	623	39584	1573.9
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	686	29871	2296.5
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	22	168818	13.0
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	52	165045	31.5
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	54	154705	34.9
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	107	164437	65.1
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	218	167670	130.0
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	396	184365	214.8
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	540	181633	297.3
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	649	168333	385.5
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	769	140364	547.9
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	669	94712	706.4
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	596	58604	1017.0
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	686	58988	1162.9
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	18	175958	10.2
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	18	161841	11.1
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	25	156275	16.0
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	48	145902	32.9
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	98	154260	63.5
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	226	155100	145.7
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	434	165887	261.6
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	713	157735	452.0
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	911	141000	646.1
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	955	121417	786.5
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	908	78665	1154.3
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	680	43740	1554.6
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	653	32551	2006.1
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	18	23217	77.5
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	31	25778	120.3
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	67	29870	224.3
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	93	28430	327.1
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	94	24026	391.2
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	100	16663	600.1
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	108	11925	905.7
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	104	9741	1067.7
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	197	13702	1437.7
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	27	26244	102.9
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	64	29605	216.2
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	97	28370	341.9
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	112	24175	463.3
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	145	16058	903.0
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	126	10264	1227.6
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	121	7295	1658.7
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	161	7220	2229.9
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	17	22835	74.4
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	25	23721	105.4
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	49	29522	166.0
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	92	29527	311.6
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	97	26215	370.0
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	93	18600	500.0
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	116	12974	894.1
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	119	9689	1228.2
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	192	13716	1399.8
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	28	24495	114.3
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	61	29185	209.0
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	98	29222	335.4
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	129	26028	495.6
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	147	18542	792.8
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	134	11425	1172.9
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	122	7419	1644.4
